activity_date,customerid,transaction_method,transaction_type, transaction_amount
4/26/2024,280,MOBILE BANKING,TRANSFER,"  100,000 "
4/26/2024,280,MOBILE BANKING,TRANSFER,"  175,000 "
4/26/2024,837,MOBILE BANKING,TRANSFER,"  500,000 "
4/26/2024,837,MOBILE BANKING,TRANSFER,"  150,000 "
4/26/2024,2168,MOBILE BANKING,TRANSFER,"  10,000 "
4/26/2024,4799,MOBILE BANKING,TRANSFER,"  30,000,000 "
4/26/2024,600,MOBILE BANKING,TRANSFER,"  10,000 "
4/26/2024,3172,MOBILE BANKING,TRANSFER,"  40,500 "
4/26/2024,1784,MOBILE BANKING,TRANSFER,"  250,000 "
4/26/2024,5312,MOBILE BANKING,TRANSFER,"  400,000 "
4/26/2024,4857,MOBILE BANKING,TRANSFER,"  1,685,000 "
4/16/2024,280,DEBIT CARD,PAYMENT,"  108,000 "
4/17/2024,4277,DEBIT CARD,PAYMENT,  32 
4/16/2024,8644,BRANCH,OTHERS,"  883,191 "
4/16/2024,2846,BRANCH,TRANSFER,"  716,000 "
4/16/2024,1465,BRANCH,BUNGA,"  10,163,934 "
4/16/2024,280,BRANCH,TRANSFER,"  744,000 "
4/16/2024,844,BRANCH,OTHERS,"  226,423 "
4/16/2024,3010,BRANCH,TRANSFER,"  683,200,193 "
4/16/2024,3172,BRANCH,PAYMENT,"  3,552,000 "
4/16/2024,2022,BRANCH,OTHERS,"  71,303 "
4/16/2024,779,BRANCH,OTHERS,"  3,169,915 "
4/16/2024,7969,BRANCH,BUNGA,"  7,694 "
4/16/2024,8644,BRANCH,OTHERS,"  441,595 "
4/16/2024,7050,BRANCH,BUNGA,"  1,093 "
4/16/2024,3010,BRANCH,OTHERS,"  11,039,875 "
4/16/2024,2022,BRANCH,OTHERS,"  4,679 "
4/16/2024,377,BRANCH,BIAYA,"  2,500 "
4/15/2024,4277,DEBIT CARD,PAYMENT,"  187,920 "
4/15/2024,6604,DEBIT CARD,PAYMENT,"  251,471 "
4/14/2024,6326,DEBIT CARD,PAYMENT,"  76,000 "
4/14/2024,6326,DEBIT CARD,PAYMENT,"  545,285 "
4/15/2024,2960,DEBIT CARD,PAYMENT,"  118,750 "
4/14/2024,2306,QRIS,PAYMENT,"  480,000 "
4/14/2024,5203,QRIS,PAYMENT,"  59,400 "
4/15/2024,600,QRIS,PAYMENT,"  23,000 "
4/14/2024,600,QRIS,PAYMENT,"  47,000 "
4/14/2024,600,QRIS,PAYMENT,"  43,000 "
4/14/2024,359,QRIS,PAYMENT,"  1,189,131 "
4/15/2024,4426,QRIS,PAYMENT,"  39,000 "
4/14/2024,4857,QRIS,PAYMENT,"  38,000 "
4/15/2024,1396,QRIS,PAYMENT,"  601,700 "
4/14/2024,1396,QRIS,PAYMENT,"  112,000 "
4/14/2024,8779,QRIS,PAYMENT,"  485,000 "
4/14/2024,268,QRIS,PAYMENT,"  187,000 "
4/14/2024,6217,QRIS,PAYMENT,"  1,899,000 "
4/15/2024,2146,QRIS,PAYMENT,"  53,000 "
4/15/2024,4266,QRIS,PAYMENT,"  38,600 "
4/14/2024,6217,QRIS,PAYMENT,"  51,102 "
4/15/2024,6217,QRIS,PAYMENT,"  50,240 "
4/15/2024,6217,QRIS,PAYMENT,"  50,739 "
4/14/2024,6217,QRIS,PAYMENT,"  50,250 "
4/14/2024,6217,QRIS,PAYMENT,"  50,160 "
4/15/2024,1223,QRIS,PAYMENT,"  72,000 "
4/15/2024,1223,QRIS,PAYMENT,"  113,530 "
4/14/2024,6513,QRIS,PAYMENT,"  200,500 "
4/14/2024,7027,QRIS,PAYMENT,"  55,000 "
4/14/2024,7170,QRIS,PAYMENT,"  225,000 "
4/14/2024,600,QRIS,PAYMENT,"  113,000 "
4/14/2024,600,QRIS,PAYMENT,"  44,000 "
4/14/2024,600,QRIS,PAYMENT,"  39,000 "
4/14/2024,3985,QRIS,PAYMENT,"  51,000 "
4/14/2024,65,QRIS,PAYMENT,"  193,000 "
4/14/2024,65,QRIS,PAYMENT,"  49,000 "
4/14/2024,3172,QRIS,PAYMENT,"  188,000 "
4/14/2024,844,QRIS,PAYMENT,"  85,000 "
4/15/2024,3105,QRIS,PAYMENT,"  25,000 "
4/14/2024,3105,QRIS,PAYMENT,"  79,000 "
4/15/2024,3105,QRIS,PAYMENT,"  180,000 "
4/14/2024,3105,QRIS,PAYMENT,"  125,400 "
4/15/2024,3105,QRIS,PAYMENT,"  195,000 "
4/14/2024,3105,QRIS,PAYMENT,"  106,425 "
4/15/2024,4426,QRIS,PAYMENT,"  120,000 "
4/15/2024,2497,QRIS,PAYMENT,"  53,300 "
4/14/2024,2759,QRIS,PAYMENT,"  100,000 "
4/15/2024,4799,QRIS,PAYMENT,"  35,000 "
4/14/2024,4799,QRIS,PAYMENT,"  81,000 "
4/14/2024,9216,QRIS,PAYMENT,"  75,000 "
4/14/2024,7550,QRIS,PAYMENT,"  60,000 "
4/14/2024,4857,QRIS,PAYMENT,"  83,000 "
4/14/2024,1784,QRIS,PAYMENT,"  16,520 "
4/14/2024,326,QRIS,PAYMENT,"  89,500 "
4/14/2024,326,QRIS,PAYMENT,"  80,500 "
4/14/2024,326,QRIS,PAYMENT,"  57,000 "
4/14/2024,4206,QRIS,PAYMENT,"  119,500 "
4/15/2024,779,QRIS,PAYMENT,"  50,000 "
4/14/2024,7732,QRIS,PAYMENT,"  347,500 "
4/14/2024,5225,QRIS,PAYMENT,"  274,010 "
4/15/2024,5225,QRIS,PAYMENT,"  215,000 "
4/15/2024,5225,QRIS,PAYMENT,"  84,500 "
4/14/2024,5225,QRIS,PAYMENT,"  261,600 "
4/14/2024,5225,QRIS,PAYMENT,"  142,000 "
4/14/2024,3569,QRIS,PAYMENT,"  271,680 "
4/14/2024,3569,QRIS,PAYMENT,"  97,100 "
4/14/2024,1310,QRIS,PAYMENT,"  77,000 "
4/14/2024,8779,QRIS,PAYMENT,"  291,000 "
4/14/2024,5203,QRIS,PAYMENT,"  123,000 "
4/14/2024,5203,QRIS,PAYMENT,"  311,329 "
4/14/2024,188,QRIS,PAYMENT,"  115,500 "
4/14/2024,9410,QRIS,PAYMENT,"  100,000 "
4/15/2024,7903,QRIS,PAYMENT,"  52,000 "
4/14/2024,7903,QRIS,PAYMENT,"  50,000 "
4/15/2024,5312,QRIS,PAYMENT,"  28,402 "
4/15/2024,6513,QRIS,PAYMENT,"  109,890 "
4/14/2024,3161,QRIS,PAYMENT,"  2,377,970 "
4/15/2024,7743,QRIS,PAYMENT,"  95,700 "
4/14/2024,5312,QRIS,PAYMENT,"  165,000 "
4/14/2024,786,QRIS,PAYMENT,"  161,555 "
4/14/2024,2759,QRIS,PAYMENT,"  220,000 "
4/14/2024,2759,QRIS,PAYMENT,"  390,000 "
4/14/2024,9410,QRIS,PAYMENT,"  10,000 "
4/14/2024,9410,QRIS,PAYMENT,"  20,000 "
4/14/2024,4799,QRIS,PAYMENT,"  80,500 "
4/15/2024,4799,QRIS,PAYMENT,"  377,685 "
4/4/2024,5725,MOBILE BANKING,TRANSFER,"  886,750 "
4/4/2024,7170,MOBILE BANKING,TRANSFER,"  26,500,000 "
4/4/2024,7027,MOBILE BANKING,TRANSFER,"  500,000 "
4/4/2024,779,MOBILE BANKING,TRANSFER,"  3,000,000 "
4/4/2024,779,MOBILE BANKING,TRANSFER,"  500,000 "
4/4/2024,4926,MOBILE BANKING,TRANSFER,"  1,000,000 "
4/4/2024,7743,MOBILE BANKING,TRANSFER,"  3,615,000 "
4/4/2024,4062,MOBILE BANKING,TRANSFER,"  500,000 "
4/4/2024,6604,MOBILE BANKING,TRANSFER,"  5,020,000 "
4/4/2024,4857,MOBILE BANKING,TRANSFER,"  500,000 "
4/4/2024,1104,MOBILE BANKING,TRANSFER,"  4,000,000 "
4/4/2024,4799,MOBILE BANKING,TRANSFER,"  300,000 "
4/4/2024,3172,MOBILE BANKING,TRANSFER,"  3,220,000 "
4/4/2024,3172,MOBILE BANKING,TRANSFER,"  3,225,000 "
4/4/2024,9410,MOBILE BANKING,TRANSFER,"  425,000 "
4/4/2024,326,MOBILE BANKING,TRANSFER,"  2,000,000 "
4/4/2024,6326,MOBILE BANKING,TRANSFER,"  3,000,000 "
4/4/2024,6911,MOBILE BANKING,TRANSFER,"  1,500,000 "
4/4/2024,480,MOBILE BANKING,TRANSFER,"  1,599,000 "
4/4/2024,480,MOBILE BANKING,TRANSFER,"  1,000,000 "
4/4/2024,1396,MOBILE BANKING,TRANSFER,"  7,500,000 "
4/4/2024,2464,MOBILE BANKING,TRANSFER,"  1,500,000 "
4/4/2024,268,MOBILE BANKING,TRANSFER,"  490,000 "
4/4/2024,268,MOBILE BANKING,TRANSFER,"  11,000,000 "
4/4/2024,1165,MOBILE BANKING,TRANSFER,"  280,000 "
4/4/2024,5203,MOBILE BANKING,TRANSFER,"  3,500,000 "
4/4/2024,5725,MOBILE BANKING,TRANSFER,"  635,000 "
4/4/2024,5725,MOBILE BANKING,TRANSFER,"  116,700 "
4/4/2024,5725,MOBILE BANKING,TRANSFER,"  36,000 "
4/4/2024,5725,MOBILE BANKING,TRANSFER,"  1,800,000 "
4/4/2024,5725,MOBILE BANKING,TRANSFER,"  125,000 "
4/4/2024,5725,MOBILE BANKING,TRANSFER,"  200,000 "
4/4/2024,5725,MOBILE BANKING,TRANSFER,"  500,000 "
4/4/2024,3694,MOBILE BANKING,TRANSFER,"  3,000 "
4/4/2024,5463,MOBILE BANKING,TRANSFER,"  7,500,000 "
4/4/2024,268,MOBILE BANKING,TRANSFER,"  4,000,000 "
4/4/2024,65,MOBILE BANKING,TRANSFER,"  2,000,000 "
4/4/2024,4062,MOBILE BANKING,TRANSFER,"  200,000 "
4/4/2024,7050,MOBILE BANKING,TRANSFER,"  2,000,000 "
4/4/2024,2168,MOBILE BANKING,TRANSFER,"  1,000,000 "
4/4/2024,8304,MOBILE BANKING,TRANSFER,"  20,000 "
4/4/2024,5312,MOBILE BANKING,TRANSFER,"  35,000 "
4/4/2024,5312,MOBILE BANKING,TRANSFER,"  20,000,000 "
4/4/2024,1892,MOBILE BANKING,TRANSFER,"  65,000,000 "
4/4/2024,1047,MOBILE BANKING,TRANSFER,"  5,000,000 "
4/4/2024,3010,MOBILE BANKING,TRANSFER,"  25,000 "
4/4/2024,6326,MOBILE BANKING,TRANSFER,"  970,000 "
4/4/2024,305,MOBILE BANKING,TRANSFER,"  2,800,000 "
4/4/2024,4062,MOBILE BANKING,TRANSFER,"  48,578,000 "
4/4/2024,7050,MOBILE BANKING,TRANSFER,"  2,200,000 "
4/4/2024,7050,MOBILE BANKING,TRANSFER,"  3,500,000 "
4/4/2024,5725,MOBILE BANKING,TRANSFER,"  50,000 "
4/4/2024,3025,MOBILE BANKING,TRANSFER,"  85,000 "
4/4/2024,786,MOBILE BANKING,TRANSFER,"  1,147,000 "
4/4/2024,786,MOBILE BANKING,TRANSFER,"  1,372,000 "
4/4/2024,2960,MOBILE BANKING,TRANSFER,"  1,000,000 "
4/4/2024,7743,MOBILE BANKING,TRANSFER,"  2,500,000 "
4/4/2024,7170,MOBILE BANKING,TRANSFER,"  100,000 "
4/4/2024,1223,MOBILE BANKING,TRANSFER,"  100,000 "
4/4/2024,4900,MOBILE BANKING,TRANSFER,"  103,000 "
4/4/2024,4900,MOBILE BANKING,TRANSFER,"  500,000 "
4/13/2024,7903,VELOCITY,OTHER VELO TRX,"  1,500,000 "
4/13/2024,3010,VELOCITY,OTHER VELO TRX,"  3,500,000 "
4/13/2024,1892,VELOCITY,OTHER VELO TRX,"  15,000 "
4/13/2024,3349,VELOCITY,OTHER VELO TRX,"  61,900 "
4/13/2024,1396,VELOCITY,OTHER VELO TRX,"  245,380 "
4/13/2024,2237,VELOCITY,OTHER VELO TRX,"  100,000 "
4/13/2024,4206,VELOCITY,OTHER VELO TRX,"  300,000 "
4/13/2024,3349,VELOCITY,OTHER VELO TRX,"  39,000 "
4/13/2024,4266,VELOCITY,OTHER VELO TRX,"  22,000 "
4/13/2024,8304,VELOCITY,OTHER VELO TRX,"  1,500,000 "
4/13/2024,1047,VELOCITY,OTHER VELO TRX,"  1,000,000 "
4/13/2024,480,VELOCITY,OTHER VELO TRX,"  1,000,000 "
4/13/2024,1784,VELOCITY,OTHER VELO TRX,"  10,000 "
4/13/2024,7023,VELOCITY,OTHER VELO TRX,"  1,000,000 "
4/13/2024,2759,VELOCITY,OTHER VELO TRX,"  100,000 "
4/13/2024,3172,VELOCITY,OTHER VELO TRX,"  100,000 "
4/13/2024,4277,VELOCITY,OTHER VELO TRX,"  200,000 "
4/13/2024,1396,VELOCITY,OTHER VELO TRX,"  300,000 "
4/13/2024,5232,VELOCITY,OTHER VELO TRX,"  400,000 "
4/13/2024,7050,VELOCITY,OTHER VELO TRX,"  200,000 "
4/13/2024,6513,VELOCITY,OTHER VELO TRX,"  200,000 "
4/13/2024,4251,VELOCITY,OTHER VELO TRX,"  288,750 "
4/13/2024,326,VELOCITY,OTHER VELO TRX,"  50,000 "
4/13/2024,3349,VELOCITY,OTHER VELO TRX,"  50,000,000 "
4/13/2024,2146,VELOCITY,OTHER VELO TRX,"  1,000,000 "
4/13/2024,600,VELOCITY,OTHER VELO TRX,"  70,000 "
4/13/2024,8304,VELOCITY,OTHER VELO TRX,"  975,000 "
4/13/2024,7027,VELOCITY,OTHER VELO TRX,"  185,000 "
4/13/2024,1310,VELOCITY,OTHER VELO TRX,"  2,000,000 "
4/13/2024,5232,VELOCITY,OTHER VELO TRX,"  180,000 "
4/13/2024,1310,VELOCITY,OTHER VELO TRX,"  1,400,000 "
4/13/2024,5225,VELOCITY,OTHER VELO TRX,"  68,000 "
4/13/2024,5225,VELOCITY,OTHER VELO TRX,"  350,000 "
4/13/2024,7772,VELOCITY,OTHER VELO TRX,"  995,000 "
4/13/2024,4206,VELOCITY,OTHER VELO TRX,"  5,000,000 "
4/13/2024,1041,VELOCITY,OTHER VELO TRX,"  500,000 "
4/13/2024,837,VELOCITY,OTHER VELO TRX,"  104,000 "
4/13/2024,2168,VELOCITY,OTHER VELO TRX,"  400,000 "
4/13/2024,1784,VELOCITY,OTHER VELO TRX,"  100,000 "
4/13/2024,480,VELOCITY,OTHER VELO TRX,"  400,000 "
4/13/2024,4062,VELOCITY,OTHER VELO TRX,"  200,000 "
4/13/2024,3105,VELOCITY,OTHER VELO TRX,"  500,000 "
4/13/2024,2022,VELOCITY,OTHER VELO TRX,"  477,000 "
4/13/2024,7772,VELOCITY,OTHER VELO TRX,"  40,000 "
4/13/2024,3105,VELOCITY,OTHER VELO TRX,"  130,000 "
4/13/2024,6513,VELOCITY,OTHER VELO TRX,"  590,000 "
4/13/2024,775,VELOCITY,OTHER VELO TRX,"  200,000 "
4/13/2024,2022,VELOCITY,OTHER VELO TRX,"  2,500,000 "
4/13/2024,5027,VELOCITY,OTHER VELO TRX,"  1,000,000 "
4/13/2024,600,VELOCITY,OTHER VELO TRX,"  100,000 "
4/13/2024,2306,VELOCITY,OTHER VELO TRX,"  50,000 "
4/13/2024,1795,VELOCITY,OTHER VELO TRX,"  700,000 "
4/13/2024,7550,VELOCITY,OTHER VELO TRX,"  100,000 "
4/13/2024,5232,VELOCITY,OTHER VELO TRX,"  500,000 "
4/13/2024,3161,VELOCITY,TRANSFER,"  250,000,000 "
4/13/2024,2497,VELOCITY,OTHER VELO TRX,"  348,688 "
4/13/2024,4426,VELOCITY,OTHER VELO TRX,"  100,000,000 "
4/13/2024,1784,VELOCITY,OTHER VELO TRX,"  120,000 "
4/13/2024,7050,VELOCITY,OTHER VELO TRX,"  1,500,000 "
3/31/2024,5463,BRANCH,PAJAK,  360 
3/31/2024,3010,BRANCH,BIAYA,"  10,000 "
3/31/2024,5027,BRANCH,PAJAK,  853 
3/31/2024,268,BRANCH,PAJAK,  1 
3/31/2024,1396,BRANCH,BIAYA,"  12,500 "
3/31/2024,5725,BRANCH,BIAYA,"  2,000 "
3/31/2024,7050,BRANCH,PAJAK,  2 
3/31/2024,3010,BRANCH,BIAYA,"  15,000 "
3/31/2024,837,BRANCH,BUNGA,  0 
3/31/2024,65,BRANCH,BUNGA,  111 
3/31/2024,2022,BRANCH,PAJAK,  170 
3/31/2024,5203,BRANCH,BUNGA,  384 
3/31/2024,3183,BRANCH,BIAYA,"  2,000 "
3/31/2024,3349,BRANCH,BIAYA,"  10,000 "
3/31/2024,2497,BRANCH,PAJAK,"  1,113 "
3/31/2024,7732,BRANCH,BUNGA,  731 
3/31/2024,1892,BRANCH,BIAYA,"  2,000 "
3/31/2024,3105,BRANCH,PAJAK,  605 
3/31/2024,65,BRANCH,BIAYA,"  28,200 "
3/31/2024,837,BRANCH,BUNGA,  525 
3/31/2024,280,BRANCH,BUNGA,"  2,533 "
3/31/2024,3974,BRANCH,BIAYA,"  10,000 "
3/31/2024,7732,BRANCH,BIAYA,"  5,000 "
3/31/2024,2237,BRANCH,PAJAK,"  1,033 "
3/31/2024,5849,BRANCH,BIAYA,"  15,000 "
3/31/2024,600,BRANCH,BUNGA,  750 
3/31/2024,4277,BRANCH,BIAYA,"  2,000 "
3/31/2024,2022,BRANCH,BUNGA,  2 
3/31/2024,4926,BRANCH,PAJAK,  394 
3/31/2024,5312,BRANCH,BUNGA,  74 
3/31/2024,9227,BRANCH,BUNGA,"  14,026 "
3/31/2024,7903,BRANCH,PAJAK,  18 
3/31/2024,3974,BRANCH,PAJAK,  342 
3/31/2024,3183,BRANCH,BUNGA,  460 
3/31/2024,377,BRANCH,BUNGA,"  1,543 "
3/31/2024,1365,BRANCH,BUNGA,"  3,112 "
3/31/2024,7550,BRANCH,BUNGA,  7 
3/31/2024,844,BRANCH,BIAYA,"  10,000 "
3/31/2024,1223,BRANCH,BUNGA,"  1,301 "
3/31/2024,9216,BRANCH,BUNGA,  34 
3/31/2024,377,BRANCH,BUNGA,"  2,681 "
3/31/2024,76,BRANCH,BIAYA,"  2,000 "
3/31/2024,4062,BRANCH,PAJAK,  14 
3/31/2024,7669,BRANCH,BUNGA,"  2,694 "
3/31/2024,3569,BRANCH,BIAYA,"  2,000 "
3/31/2024,7903,BRANCH,BIAYA,"  15,000 "
3/31/2024,5952,BRANCH,BUNGA,  97 
3/31/2024,9410,BRANCH,PAJAK,  0 
3/31/2024,6604,BRANCH,BUNGA,"  17,237 "
3/31/2024,2306,BRANCH,PAJAK,  1 
3/31/2024,3025,BRANCH,PAJAK,  1 
3/31/2024,5203,BRANCH,BUNGA,  690 
3/31/2024,4857,BRANCH,BIAYA,"  12,500 "
3/31/2024,2168,BRANCH,BIAYA,"  2,500 "
3/31/2024,7027,BRANCH,BUNGA,  883 
3/31/2024,5203,BRANCH,BIAYA,"  5,000 "
3/31/2024,65,BRANCH,BUNGA,  3 
3/31/2024,786,BRANCH,BUNGA,"  1,046 "
3/31/2024,4426,BRANCH,PAJAK,"  17,509 "
3/31/2024,280,BRANCH,BUNGA,  877 
3/31/2024,6911,BRANCH,BUNGA,  102 
3/31/2024,5027,BRANCH,BUNGA,"  1,605 "
3/31/2024,5225,BRANCH,BUNGA,"  4,761 "
3/31/2024,1365,BRANCH,BUNGA,  867 
4/17/2024,5849,DEBIT CARD,PAYMENT,  98 
4/17/2024,5849,DEBIT CARD,PAYMENT,  164 
4/17/2024,5849,DEBIT CARD,PAYMENT,  196 
4/17/2024,5849,DEBIT CARD,PAYMENT,  60 
4/17/2024,5849,DEBIT CARD,PAYMENT,  74 
4/17/2024,9216,DEBIT CARD,PAYMENT,  56 
4/18/2024,775,DEBIT CARD,PAYMENT,"  552,000 "
4/17/2024,2271,DEBIT CARD,PAYMENT,"  1,000,000 "
4/17/2024,5232,DEBIT CARD,PAYMENT,"  9,700 "
4/17/2024,4266,DEBIT CARD,PAYMENT,"  26,450 "
4/17/2024,5203,DEBIT CARD,PAYMENT,"  400,785 "
4/17/2024,7163,DEBIT CARD,PAYMENT,"  221,700 "
4/17/2024,2846,QRIS,PAYMENT,"  32,000 "
4/18/2024,4266,QRIS,PAYMENT,"  36,000 "
4/18/2024,1223,QRIS,PAYMENT,"  15,000 "
4/17/2024,1047,QRIS,PAYMENT,"  400,950 "
4/17/2024,1047,QRIS,PAYMENT,"  114,000 "
4/17/2024,1047,QRIS,PAYMENT,"  150,000 "
4/17/2024,844,QRIS,PAYMENT,"  731,250 "
4/17/2024,7163,QRIS,PAYMENT,"  128,205 "
4/18/2024,8797,QRIS,PAYMENT,"  9,000 "
4/17/2024,5203,QRIS,PAYMENT,"  248,000 "
4/17/2024,5203,QRIS,PAYMENT,"  55,000 "
4/17/2024,3161,QRIS,PAYMENT,"  20,000 "
4/17/2024,359,QRIS,PAYMENT,"  122,000 "
4/17/2024,280,QRIS,PAYMENT,"  42,500 "
4/17/2024,280,QRIS,PAYMENT,"  93,000 "
4/17/2024,9216,QRIS,PAYMENT,"  99,000 "
4/17/2024,9216,QRIS,PAYMENT,"  28,000 "
4/18/2024,9216,QRIS,PAYMENT,"  150,000 "
4/17/2024,9716,QRIS,PAYMENT,"  275,000 "
3/31/2024,8304,BRANCH,BUNGA,  5 
3/31/2024,8779,BRANCH,PAJAK,  0 
3/31/2024,377,BRANCH,BIAYA,"  10,000 "
3/31/2024,786,BRANCH,BIAYA,"  1,000 "
3/31/2024,6911,BRANCH,PAJAK,  458 
3/31/2024,7550,BRANCH,PAJAK,  179 
3/31/2024,3974,BRANCH,PAJAK,  0 
3/31/2024,7969,BRANCH,BUNGA,"  1,169 "
3/31/2024,4799,BRANCH,BIAYA,  2 
3/31/2024,5952,BRANCH,BUNGA,  1 
3/31/2024,6326,BRANCH,BUNGA,"  2,621 "
3/31/2024,7903,BRANCH,BIAYA,"  12,500 "
3/31/2024,2759,BRANCH,PAJAK,"  1,513 "
3/31/2024,5232,BRANCH,BUNGA,"  31,936 "
3/31/2024,6911,BRANCH,PAJAK,"  1,226 "
3/31/2024,5952,BRANCH,PAJAK,  16 
3/31/2024,2759,BRANCH,BIAYA,"  12,500 "
3/31/2024,9410,BRANCH,BUNGA,"  1,464 "
3/31/2024,6326,BRANCH,BIAYA,"  5,000 "
3/31/2024,1365,BRANCH,BUNGA,"  13,016 "
3/31/2024,2464,BRANCH,BIAYA,"  2,000 "
3/31/2024,2146,BRANCH,PAJAK,"  2,897 "
3/31/2024,3349,BRANCH,BUNGA,"  24,334 "
3/31/2024,786,BRANCH,PAJAK,  13 
3/31/2024,2464,BRANCH,BUNGA,  255 
3/31/2024,1165,BRANCH,PAJAK,  21 
3/31/2024,8644,BRANCH,BUNGA,"  1,935 "
3/31/2024,3183,BRANCH,BUNGA,"  2,572 "
3/31/2024,3161,BRANCH,BUNGA,"  23,094 "
3/31/2024,5232,BRANCH,BUNGA,"  4,027 "
3/31/2024,4206,BRANCH,PAJAK,  194 
3/31/2024,7023,BRANCH,BUNGA,"  1,287 "
3/31/2024,1547,BRANCH,BIAYA,"  12,500 "
3/31/2024,2960,BRANCH,PAJAK,  67 
3/31/2024,9216,BRANCH,BUNGA,  25 
3/31/2024,837,BRANCH,BUNGA,  919 
3/31/2024,1396,BRANCH,BUNGA,  491 
3/31/2024,600,BRANCH,BUNGA,  7 
3/31/2024,4857,BRANCH,BUNGA,"  9,677 "
3/31/2024,8797,BRANCH,BUNGA,  279 
3/31/2024,280,BRANCH,BUNGA,"  26,353 "
3/31/2024,377,BRANCH,BIAYA,"  30,000 "
3/31/2024,6911,BRANCH,BUNGA,  119 
3/31/2024,779,BRANCH,BUNGA,  686 
3/31/2024,268,BRANCH,PAJAK,  185 
3/31/2024,1547,BRANCH,BIAYA,"  5,000 "
3/31/2024,6604,BRANCH,BUNGA,"  7,050 "
3/31/2024,6604,BRANCH,BUNGA,"  4,848 "
3/31/2024,775,BRANCH,BIAYA,"  10,000 "
3/31/2024,4900,BRANCH,BUNGA,"  25,507 "
3/31/2024,7050,BRANCH,PAJAK,  30 
3/31/2024,2497,BRANCH,BUNGA,  518 
3/31/2024,4266,BRANCH,BIAYA,"  12,500 "
3/31/2024,2237,BRANCH,PAJAK,  0 
3/31/2024,9216,BRANCH,PAJAK,"  3,072 "
3/31/2024,9410,BRANCH,PAJAK,  47 
3/31/2024,600,BRANCH,BIAYA,"  2,000 "
4/5/2024,2759,CREDIT CARD,RETAIL TRANSACTION,"  172,100 "
4/5/2024,2960,CREDIT CARD,RETAIL TRANSACTION,"  149,995 "
4/6/2024,2146,CREDIT CARD,OTHERS,"- 10,000 "
4/5/2024,1365,CREDIT CARD,RETAIL TRANSACTION,"  120,000 "
4/6/2024,5312,CREDIT CARD,OTHERS,"  1,300,960 "
4/6/2024,5312,CREDIT CARD,OTHERS,"- 1,300,960 "
4/6/2024,1041,CREDIT CARD,INSTALMENT,"  525,654 "
4/5/2024,2846,CREDIT CARD,RETAIL TRANSACTION,"  158,811 "
4/5/2024,326,CREDIT CARD,RETAIL TRANSACTION,"  375,100 "
4/5/2024,6604,CREDIT CARD,RETAIL TRANSACTION,"  106,992 "
4/6/2024,6386,CREDIT CARD,INSTALMENT,"  1,997,362 "
4/5/2024,7023,CREDIT CARD,RETAIL TRANSACTION,"  24,429,508 "
4/5/2024,7023,CREDIT CARD,RETAIL TRANSACTION,"  4,577,132 "
4/5/2024,7023,CREDIT CARD,RETAIL TRANSACTION,"  152,500 "
4/5/2024,7023,CREDIT CARD,RETAIL TRANSACTION,"  2,149,806 "
4/5/2024,7023,CREDIT CARD,RETAIL TRANSACTION,"  1,434,066 "
4/5/2024,7023,CREDIT CARD,RETAIL TRANSACTION,"  5,246,494 "
4/5/2024,7023,CREDIT CARD,RETAIL TRANSACTION,"  540,000 "
4/4/2024,6911,CREDIT CARD,RETAIL TRANSACTION,"  25,500 "
4/5/2024,6911,CREDIT CARD,RETAIL TRANSACTION,"  17,500 "
4/5/2024,6133,CREDIT CARD,RETAIL TRANSACTION,"  183,200 "
4/6/2024,3183,CREDIT CARD,RETAIL TRANSACTION,"  169,000 "
4/5/2024,7669,CREDIT CARD,RETAIL TRANSACTION,"  22,000,000 "
4/5/2024,7669,CREDIT CARD,RETAIL TRANSACTION,"  24,500,000 "
4/4/2024,6326,CREDIT CARD,RETAIL TRANSACTION,"  141,738 "
4/4/2024,844,CREDIT CARD,RETAIL TRANSACTION,"  13,000 "
4/4/2024,844,CREDIT CARD,RETAIL TRANSACTION,"  14,000 "
4/5/2024,844,CREDIT CARD,RETAIL TRANSACTION,"  27,000 "
4/4/2024,5232,CREDIT CARD,RETAIL TRANSACTION,"  1,716,604 "
4/5/2024,5203,CREDIT CARD,RETAIL TRANSACTION,"  550,000 "
4/5/2024,775,CREDIT CARD,RETAIL TRANSACTION,"  323,199 "
4/5/2024,775,CREDIT CARD,RETAIL TRANSACTION,"  400,000 "
4/5/2024,775,CREDIT CARD,RETAIL TRANSACTION,"  261,000 "
4/4/2024,3010,CREDIT CARD,RETAIL TRANSACTION,"  1,003,500 "
4/6/2024,7903,CREDIT CARD,INSTALMENT,"  135,901 "
4/5/2024,3161,CREDIT CARD,RETAIL TRANSACTION,"  6,740,160 "
4/4/2024,3161,CREDIT CARD,RETAIL TRANSACTION,"  855,397 "
4/5/2024,3161,CREDIT CARD,RETAIL TRANSACTION,"  3,491,296 "
4/4/2024,2497,CREDIT CARD,RETAIL TRANSACTION,"  15,000 "
4/5/2024,5725,CREDIT CARD,RETAIL TRANSACTION,"  200,000 "
4/5/2024,5725,CREDIT CARD,RETAIL TRANSACTION,"  47,400 "
4/5/2024,7550,CREDIT CARD,RETAIL TRANSACTION,"  441,200 "
4/5/2024,7550,CREDIT CARD,RETAIL TRANSACTION,"  120,000 "
4/5/2024,7550,CREDIT CARD,RETAIL TRANSACTION,"  2,959,200 "
4/5/2024,7550,CREDIT CARD,RETAIL TRANSACTION,"  330,000 "
